input_0,input_1,input_2,input_3,input_4,input_5,input_6,input_7,input_8,input_9,input_10,input_11,input_12,input_13,input_14,input_15,input_16,input_17,input_18,input_19,decimal,divide_by_4,divide_by_6,divide_by_9
0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,176297,0,0,0
1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,943114,0,0,0
1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,984768,1,1,0
0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,206957,0,0,0
0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,434769,0,0,0
1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,618892,1,0,0
0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,311926,0,0,0
0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,295803,0,0,1
1,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,1,1,895227,0,0,0
1,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,1,0,968506,0,0,0
1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1038607,0,0,0
0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,275775,0,0,0
1,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,0,1,0,1,616245,0,0,0
1,1,0,0,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,0,832438,0,0,0
0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,54615,0,0,0
0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,293151,0,0,0
1,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,1,840051,0,0,1
0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,354978,0,1,1
0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,131782,0,0,0
0,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,194808,1,1,0
1,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,757833,0,0,0
1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,591018,0,1,0
0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,125286,0,1,0
1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,915125,0,0,0
1,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,1,628619,0,0,0
1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,958803,0,0,0
1,1,0,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,1,1,886751,0,0,0
0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,338963,0,0,0
0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1,1,1,412063,0,0,0
1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,723174,0,1,0
1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,1,726467,0,0,0
1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,736354,0,0,0
0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,1,1,0,1,0,107322,0,1,0
0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,492498,0,1,1
1,1,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,1,1,1,944247,0,0,0
0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,89636,1,0,0
1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,0,1,1,1,0,895950,0,1,1
1,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,0,689018,0,0,0
1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,728290,0,0,0
0,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,433348,1,0,0
0,1,1,0,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,423383,0,0,0
1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,661594,0,0,0
1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,922761,0,0,1
0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,433209,0,0,0
1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,601660,1,0,0
1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,1,685087,0,0,0
0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,7285,0,0,0
0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,1,1,115659,0,0,1
0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,349655,0,0,0
0,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,498336,1,1,0
0,1,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,424792,1,0,0
0,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,286092,1,1,1
1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,572473,0,0,0
0,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,449432,1,0,0
1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,560063,0,0,0
0,0,1,1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,1,228181,0,0,0
0,1,0,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,319120,1,0,0
0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,407666,0,0,0
0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,369682,0,0,0
0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,0,255466,0,0,0
1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,1,933541,0,0,0
0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,164974,0,0,0
1,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,1,1,748071,0,0,1
1,1,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,969504,1,1,0
0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,1,0,210262,0,0,0
1,0,1,1,1,0,1,0,0,1,1,0,0,0,1,1,0,1,1,1,763447,0,0,0
0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,1,22099,0,0,0
0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,44237,0,0,0
0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,110152,1,0,0
0,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,462641,0,0,0
0,0,0,0,1,1,1,1,1,0,1,0,0,1,1,0,1,1,0,0,64108,1,0,0
1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,632382,0,1,0
1,1,1,0,0,1,0,1,1,0,0,0,1,1,1,0,1,0,1,0,940266,0,1,1
0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,1,273179,0,0,0
1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,981927,0,0,1
1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,739380,1,1,0
1,1,0,0,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,841643,0,0,0
0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,330773,0,0,0
1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,1,873051,0,0,0
1,0,1,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,675046,0,0,0
0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,233823,0,0,0
1,0,0,0,1,1,0,1,0,1,0,1,0,1,1,1,0,0,1,1,578931,0,0,0
0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,67056,1,1,0
1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,821301,0,0,0
1,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,905083,0,0,0
1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,915438,0,1,0
1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,541665,0,0,1
1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,529310,0,0,0
0,1,0,1,1,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,370486,0,0,0
1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0,0,781852,1,0,0
1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,0,604222,0,0,0
0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,410188,1,0,0
1,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,722373,0,0,0
1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,983018,0,0,0
0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,498660,1,1,0
1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,719947,0,0,0
0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,431314,0,0,0
0,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,1,1,258683,0,0,0
0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,39974,0,0,0
0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,1,1,0,95334,0,1,0
1,1,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0,909932,1,0,0
0,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0,89804,1,0,0
0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,1,508767,0,0,0
1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1023929,0,0,0
0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,359955,0,0,1
1,0,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,634735,0,0,0
0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,128872,1,0,0
0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,520624,1,0,0
1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,1016058,0,1,0
1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,975050,0,0,0
1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,553735,0,0,0
0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,180531,0,0,1
1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,924539,0,0,0
1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,978680,1,0,0
1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,603332,1,0,0
1,0,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,1,1,0,572006,0,0,0
1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,628737,0,0,0
1,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,891442,0,0,0
0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,42025,0,0,0
1,1,0,1,0,1,1,0,1,0,1,0,1,1,1,0,1,1,0,0,879340,1,0,0
0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,410008,1,0,0
1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,897151,0,0,0
1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,1,0,0,1,697465,0,0,0
0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1,1,0,44278,0,0,0
0,0,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,226133,0,0,0
1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,668216,1,0,0
0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,0,1,82837,0,0,0
0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,106230,0,1,0
0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,514148,1,0,0
0,1,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,438515,0,0,0
0,1,0,0,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,1,318801,0,0,0
0,1,0,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,0,0,382584,1,1,0
0,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,252711,0,0,1
0,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0,259922,0,0,0
1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,993456,1,1,1
1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,785379,0,0,0
0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,521475,0,0,0
1,0,0,0,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,1,587059,0,0,0
1,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,705022,0,0,0
0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,499984,1,0,0
0,1,0,0,1,1,0,0,0,1,1,1,1,1,0,1,0,1,1,0,313302,0,1,0
1,0,1,1,0,1,0,1,0,1,0,0,1,0,1,1,1,0,1,0,742586,0,0,0
1,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,754568,1,0,0
1,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,881749,0,0,0
1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,763422,0,1,0
0,1,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,1,298487,0,0,0
0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,65964,1,1,0
1,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,1,1,800163,0,0,1
1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,0,986936,1,0,0
1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,795709,0,0,0
0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,298032,1,1,0
0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1,1,379415,0,0,0
1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1,1044923,0,0,0
1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,883023,0,0,0
0,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,454832,1,0,0
0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,428184,1,1,1
0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,170637,0,0,0
0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,28865,0,0,0
0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,477477,0,0,1
1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,605972,1,0,0
1,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,772264,1,0,0
1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,0,740312,1,0,0
0,0,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,256716,1,1,1
0,0,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,178923,0,0,0
1,0,0,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,648670,0,0,0
0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,0,1,115577,0,0,0
1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,655684,1,0,0
0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,0,369972,1,1,1
1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,1020305,0,0,0
0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,265661,0,0,0
1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,703544,1,0,0
0,1,1,1,0,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,469906,0,0,0
1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,676182,0,1,0
1,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,809638,0,0,0
1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,758764,1,0,0
0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,163660,1,0,0
1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,979049,0,0,0
0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,483467,0,0,0
1,1,1,0,1,1,0,0,1,0,1,0,0,1,0,1,1,1,0,1,969309,0,0,1
1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,656917,0,0,0
1,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,570607,0,0,0
1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,900970,0,0,0
0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,288875,0,0,0
1,0,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1,638201,0,0,0
0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,61219,0,0,0
1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,655842,0,1,0
1,1,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,0,914158,0,0,0
1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,983230,0,0,0
1,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,1,1,0,1,652077,0,0,1
1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,585986,0,0,0
1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1006294,0,0,0
1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,992779,0,0,0
0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,1,1,274027,0,0,0
1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,945802,0,0,0
0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,210391,0,0,0
1,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,555329,0,0,0
0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,428029,0,0,0
1,0,1,1,1,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,756410,0,0,0
1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1015651,0,0,0
1,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,1,0,733978,0,0,0
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,4618,0,0,0
0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0,1,290061,0,0,1
1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1,0,1,947469,0,0,0
0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,82128,1,1,0
1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,528076,1,0,0
0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,122860,1,0,0
1,0,1,0,1,1,0,0,0,1,0,1,1,1,0,1,0,1,1,1,706007,0,0,0
0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,0,129458,0,0,0
1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,911940,1,1,0
0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,327664,1,0,0
0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,264721,0,0,0
1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,911660,1,0,0
1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,853682,0,0,0
1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,933924,1,1,0
0,1,1,0,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,454199,0,0,0
1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,672452,1,0,0
0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,126592,1,0,0
0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,179985,0,0,0
0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,476511,0,0,0
1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,973311,0,0,0
0,1,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,0,367426,0,0,0
0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,1,186523,0,0,0
0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,1,0,1,0,1,446229,0,0,1
0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,450627,0,0,0
1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,1,0,0,1,552089,0,0,0
0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,286673,0,0,0
0,1,0,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,0,1,368405,0,0,0
0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,261759,0,0,0
0,0,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,188135,0,0,0
1,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,618943,0,0,0
0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,373955,0,0,0
1,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,733472,1,0,0
0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,155513,0,0,0
0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,301050,0,1,1
0,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,1,1,1,1,239951,0,0,0
1,0,1,1,0,0,1,1,0,1,0,1,1,0,0,1,1,0,0,1,734617,0,0,0
0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,1,510451,0,0,0
1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,1,1,1,0,0,938908,1,0,0
0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,87445,0,0,0
0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,84513,0,0,0
1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,613478,0,0,0
0,1,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,0,463318,0,0,0
1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,581538,0,1,0
1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,849899,0,0,0
1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,803728,1,0,0
1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,1,677155,0,0,0
0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,104593,0,0,0
1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,949209,0,0,0
1,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1,579749,0,0,0
1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,611152,1,0,0
0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,308639,0,0,0
1,0,1,1,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1,725481,0,0,1
1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1047586,0,0,0
1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,989492,1,0,0
1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,946021,0,0,0
1,1,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,810420,1,1,0
1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,708888,1,1,0
1,1,0,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,874387,0,0,0
1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,778012,1,0,0
0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,290399,0,0,0
1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,605644,1,0,0
0,1,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,344946,0,1,0
1,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,817445,0,0,0
0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,222040,1,0,0
1,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,643841,0,0,0
1,0,1,0,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,709857,0,0,1
1,0,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,644244,1,1,0
0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,393644,1,0,0
0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,0,0,0,1,1,56739,0,0,0
0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,51953,0,0,0
1,1,0,1,1,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,897343,0,0,0
1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,781008,1,1,0
1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,855641,0,0,0
0,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,179327,0,0,0
1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,573331,0,0,0
1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,740358,0,1,1
0,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,1,439845,0,0,0
1,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0,1,615033,0,0,1
0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,487476,1,1,1
0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,249938,0,0,0
0,1,0,0,1,0,1,0,1,1,0,0,1,1,1,0,1,1,0,1,306413,0,0,0
1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,722010,0,1,0
1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,1,1,905675,0,0,0
